filename,angry,sad,happy,fear,surprise,disgust,neutral,emotion
image_06826.jpg,0,1,0,0,0,0,0,sad
image_06827.jpg,0,0,0,1,0,0,0,fear
image_06829.jpg,0,0,0,1,0,0,0,fear
image_06831.jpg,0,1,0,0,0,0,0,sad
image_06832.jpg,0,0,0,1,0,0,0,fear
image_06833.jpg,0,0,0,1,0,0,0,fear
image_06834.jpg,0,0,0,0,0,0,1,neutral
image_06835.jpg,0,0,0,0,0,0,1,neutral
image_06837.jpg,1,0,0,0,0,0,0,angry
image_06839.jpg,0,0,1,0,0,0,0,happy
image_06842.jpg,0,0,0,0,0,1,0,disgust
image_06843.jpg,0,0,0,0,0,1,0,disgust
image_06844.jpg,0,0,0,0,0,0,1,neutral
image_06845.jpg,0,0,0,1,0,0,0,fear
image_06847.jpg,0,0,0,1,0,0,0,fear
image_06849.jpg,0,1,0,0,0,0,0,sad
image_06850.jpg,0,0,0,1,0,0,0,fear
image_06852.jpg,1,0,0,0,0,0,0,angry
image_06853.jpg,0,1,0,0,0,0,0,sad
image_06854.jpg,0,0,0,0,0,1,0,disgust
image_06855.jpg,0,0,0,1,0,0,0,fear
image_06857.jpg,0,0,0,0,0,0,1,neutral
image_06858.jpg,1,0,0,0,0,0,0,angry
image_06859.jpg,0,0,0,0,0,0,1,neutral
image_06860.jpg,0,0,0,1,0,0,0,fear
image_06861.jpg,0,0,0,0,0,0,1,neutral
image_06863.jpg,0,0,1,0,0,0,0,happy
image_06864.jpg,0,0,0,1,0,0,0,fear
image_06865.jpg,0,0,1,0,0,0,0,happy
image_06866.jpg,0,0,0,0,0,0,1,neutral
image_06867.jpg,0,0,0,0,0,1,0,disgust
image_06868.jpg,0,0,0,1,0,0,0,fear
image_06869.jpg,0,1,0,0,0,0,0,sad
image_06871.jpg,0,1,0,0,0,0,0,sad
image_06872.jpg,0,1,0,0,0,0,0,sad
image_06875.jpg,0,0,0,0,0,0,1,neutral
image_06876.jpg,0,0,1,0,0,0,0,happy
image_06877.jpg,0,0,0,0,0,0,1,neutral
image_06879.jpg,0,0,0,0,0,1,0,disgust
image_06882.jpg,0,0,1,0,0,0,0,happy
image_06883.jpg,0,1,0,0,0,0,0,sad
image_06884.jpg,0,1,0,0,0,0,0,sad
image_06885.jpg,0,0,0,0,0,0,1,neutral
image_06886.jpg,0,0,0,0,0,1,0,disgust
image_06887.jpg,1,0,0,0,0,0,0,angry
image_06891.jpg,0,0,0,0,0,1,0,disgust
image_06892.jpg,0,0,0,1,0,0,0,fear
image_06893.jpg,0,1,0,0,0,0,0,sad
image_06896.jpg,0,0,0,1,0,0,0,fear
image_06897.jpg,1,0,0,0,0,0,0,angry
image_06898.jpg,0,0,0,0,0,1,0,disgust
image_06900.jpg,0,0,1,0,0,0,0,happy
image_06906.jpg,0,0,0,0,0,1,0,disgust
image_06909.jpg,0,1,0,0,0,0,0,sad
image_06911.jpg,0,0,0,0,0,0,1,neutral
image_06912.jpg,0,0,0,1,0,0,0,fear
image_06913.jpg,0,0,0,0,0,0,1,neutral
image_06914.jpg,0,0,0,1,0,0,0,fear
image_06915.jpg,1,0,0,0,0,0,0,angry
image_06917.jpg,0,0,0,0,0,0,1,neutral
image_06919.jpg,0,1,0,0,0,0,0,sad
image_06920.jpg,1,0,0,0,0,0,0,angry
image_06921.jpg,0,0,0,0,0,1,0,disgust
image_06922.jpg,0,0,0,1,0,0,0,fear
image_06923.jpg,0,0,0,0,0,1,0,disgust
image_06925.jpg,0,1,0,0,0,0,0,sad
image_06927.jpg,0,0,0,1,0,0,0,fear
image_06928.jpg,0,1,0,0,0,0,0,sad
image_06930.jpg,0,0,0,0,0,1,0,disgust
image_06931.jpg,0,0,0,0,0,0,1,neutral
image_06932.jpg,0,0,0,0,0,0,1,neutral
image_06933.jpg,0,0,0,0,0,0,1,neutral
image_06934.jpg,0,1,0,0,0,0,0,sad
image_06935.jpg,0,0,0,0,0,1,0,disgust
image_06936.jpg,1,0,0,0,0,0,0,angry
image_06937.jpg,0,0,0,0,0,0,1,neutral
image_06938.jpg,0,0,0,1,0,0,0,fear
image_06940.jpg,0,0,1,0,0,0,0,happy
image_06941.jpg,0,0,0,1,0,0,0,fear
image_06942.jpg,0,1,0,0,0,0,0,sad
image_06943.jpg,1,0,0,0,0,0,0,angry
image_06944.jpg,0,0,0,0,0,0,1,neutral
image_06945.jpg,1,0,0,0,0,0,0,angry
image_06947.jpg,0,0,0,0,0,1,0,disgust
image_06948.jpg,0,0,0,0,0,0,1,neutral
image_06949.jpg,0,1,0,0,0,0,0,sad
image_06950.jpg,0,1,0,0,0,0,0,sad
image_06951.jpg,1,0,0,0,0,0,0,angry
image_06953.jpg,0,0,0,1,0,0,0,fear
image_06954.jpg,0,0,0,0,0,1,0,disgust
image_06956.jpg,0,0,0,1,0,0,0,fear
image_06957.jpg,0,1,0,0,0,0,0,sad
image_06960.jpg,0,0,0,0,0,0,1,neutral
image_06961.jpg,0,1,0,0,0,0,0,sad
image_06963.jpg,0,0,0,1,0,0,0,fear
image_06964.jpg,0,1,0,0,0,0,0,sad
image_06965.jpg,0,1,0,0,0,0,0,sad
image_06966.jpg,0,0,0,0,0,1,0,disgust
image_06967.jpg,0,0,0,0,0,1,0,disgust
image_06968.jpg,0,0,0,0,0,1,0,disgust
image_06969.jpg,0,1,0,0,0,0,0,sad
image_06970.jpg,0,0,0,0,0,1,0,disgust
image_06972.jpg,0,0,0,0,0,0,1,neutral
image_06973.jpg,0,0,0,0,0,1,0,disgust
image_06974.jpg,0,0,0,0,0,0,1,neutral
image_06975.jpg,0,1,0,0,0,0,0,sad
image_06976.jpg,1,0,0,0,0,0,0,angry
image_06977.jpg,0,0,0,0,0,0,1,neutral
image_06978.jpg,1,0,0,0,0,0,0,angry
image_06979.jpg,0,0,0,0,0,1,0,disgust
image_06981.jpg,0,0,0,1,0,0,0,fear
image_06982.jpg,0,0,0,0,0,1,0,disgust
image_06983.jpg,0,0,1,0,0,0,0,happy
image_06984.jpg,0,0,0,0,0,1,0,disgust
image_06987.jpg,0,0,0,0,0,1,0,disgust
image_06988.jpg,0,0,0,0,0,0,1,neutral
image_06989.jpg,0,1,0,0,0,0,0,sad
image_06990.jpg,0,0,0,0,0,0,1,neutral
image_06991.jpg,0,0,0,1,0,0,0,fear
image_06993.jpg,0,0,0,1,0,0,0,fear
image_06994.jpg,0,1,0,0,0,0,0,sad
image_06996.jpg,0,1,0,0,0,0,0,sad
image_06997.jpg,0,1,0,0,0,0,0,sad
image_06999.jpg,1,0,0,0,0,0,0,angry
image_07001.jpg,1,0,0,0,0,0,0,angry
image_07002.jpg,0,0,0,0,0,0,1,neutral
image_07003.jpg,0,1,0,0,0,0,0,sad
image_07004.jpg,0,1,0,0,0,0,0,sad
image_07005.jpg,0,1,0,0,0,0,0,sad
image_07006.jpg,0,0,0,1,0,0,0,fear
image_07008.jpg,0,1,0,0,0,0,0,sad
image_07009.jpg,0,0,1,0,0,0,0,happy
image_07010.jpg,0,0,1,0,0,0,0,happy
image_07011.jpg,0,0,0,0,0,1,0,disgust
image_07012.jpg,0,0,0,1,0,0,0,fear
image_07014.jpg,0,0,0,0,0,0,1,neutral
image_07015.jpg,1,0,0,0,0,0,0,angry
image_07018.jpg,0,1,0,0,0,0,0,sad
image_07019.jpg,0,0,0,1,0,0,0,fear
image_07020.jpg,0,0,0,1,0,0,0,fear
image_07022.jpg,0,0,0,0,0,0,1,neutral
image_07023.jpg,0,1,0,0,0,0,0,sad
image_07026.jpg,0,0,0,1,0,0,0,fear
image_07028.jpg,0,0,0,0,0,0,1,neutral
image_07030.jpg,0,0,0,1,0,0,0,fear
image_07031.jpg,0,0,0,0,0,0,1,neutral
image_07032.jpg,0,0,1,0,0,0,0,happy
image_07033.jpg,0,0,0,1,0,0,0,fear
image_07036.jpg,0,0,0,0,0,0,1,neutral
image_07037.jpg,0,0,0,1,0,0,0,fear
image_07039.jpg,0,0,0,1,0,0,0,fear
image_07041.jpg,0,1,0,0,0,0,0,sad
image_07042.jpg,0,0,0,0,0,0,1,neutral
image_07044.jpg,0,1,0,0,0,0,0,sad
image_07046.jpg,0,0,0,0,0,0,1,neutral
image_07047.jpg,0,1,0,0,0,0,0,sad
image_07049.jpg,0,0,0,0,0,1,0,disgust
image_07050.jpg,0,1,0,0,0,0,0,sad
image_07051.jpg,0,0,0,0,0,0,1,neutral
image_07052.jpg,0,0,0,0,0,0,1,neutral
image_07053.jpg,0,0,0,0,0,0,1,neutral
image_07054.jpg,0,0,0,1,0,0,0,fear
image_07055.jpg,0,0,0,1,0,0,0,fear
image_07056.jpg,0,0,0,0,0,0,1,neutral
image_07057.jpg,1,0,0,0,0,0,0,angry
image_07059.jpg,1,0,0,0,0,0,0,angry
image_07060.jpg,0,0,0,0,0,1,0,disgust
image_07061.jpg,0,1,0,0,0,0,0,sad
image_07062.jpg,0,0,1,0,0,0,0,happy
image_07063.jpg,1,0,0,0,0,0,0,angry
image_07066.jpg,0,0,0,0,0,1,0,disgust
image_07067.jpg,0,0,0,1,0,0,0,fear
image_07069.jpg,0,0,0,0,0,0,1,neutral
image_07070.jpg,1,0,0,0,0,0,0,angry
image_07071.jpg,0,1,0,0,0,0,0,sad
image_07072.jpg,0,0,0,0,0,1,0,disgust
image_07073.jpg,0,1,0,0,0,0,0,sad
image_07075.jpg,0,0,0,0,0,1,0,disgust
image_07077.jpg,0,0,0,0,0,0,1,neutral
image_07078.jpg,0,0,0,1,0,0,0,fear
image_07079.jpg,0,1,0,0,0,0,0,sad
image_07080.jpg,0,0,1,0,0,0,0,happy
image_07081.jpg,0,0,0,0,0,0,1,neutral
image_07082.jpg,0,0,0,0,0,0,1,neutral
image_07084.jpg,0,0,0,0,0,1,0,disgust
image_07086.jpg,0,1,0,0,0,0,0,sad
image_07088.jpg,0,1,0,0,0,0,0,sad
image_07090.jpg,0,0,0,0,0,1,0,disgust
image_07091.jpg,0,0,0,0,0,0,1,neutral
image_07092.jpg,0,0,0,0,0,0,1,neutral
image_07093.jpg,0,0,1,0,0,0,0,happy
image_07094.jpg,0,0,0,1,0,0,0,fear
image_07096.jpg,0,0,0,1,0,0,0,fear
image_07098.jpg,1,0,0,0,0,0,0,angry
image_07100.jpg,1,0,0,0,0,0,0,angry
image_07101.jpg,0,0,0,1,0,0,0,fear
image_07102.jpg,1,0,0,0,0,0,0,angry
image_07103.jpg,0,0,0,1,0,0,0,fear
image_07104.jpg,1,0,0,0,0,0,0,angry
image_07106.jpg,0,0,0,0,0,1,0,disgust
image_07108.jpg,0,1,0,0,0,0,0,sad
image_07109.jpg,0,0,0,0,0,0,1,neutral
image_07111.jpg,0,0,1,0,0,0,0,happy
image_07112.jpg,0,0,0,0,0,1,0,disgust
image_07113.jpg,0,0,0,0,0,1,0,disgust
image_07115.jpg,0,0,0,1,0,0,0,fear
image_07116.jpg,0,0,0,1,0,0,0,fear
image_07117.jpg,0,0,0,0,0,0,1,neutral
image_07121.jpg,0,0,0,1,0,0,0,fear
image_07122.jpg,0,1,0,0,0,0,0,sad
image_07124.jpg,0,0,0,0,0,0,1,neutral
image_07126.jpg,0,0,0,1,0,0,0,fear
image_07127.jpg,0,0,0,0,0,1,0,disgust
image_07129.jpg,0,1,0,0,0,0,0,sad
image_07130.jpg,0,1,0,0,0,0,0,sad
image_07131.jpg,0,0,0,0,0,0,1,neutral
image_07134.jpg,0,0,0,1,0,0,0,fear
image_07135.jpg,1,0,0,0,0,0,0,angry
image_07136.jpg,0,0,0,0,0,0,1,neutral
image_07137.jpg,0,1,0,0,0,0,0,sad
image_07138.jpg,0,0,0,0,0,1,0,disgust
image_07140.jpg,0,0,0,1,0,0,0,fear
image_07146.jpg,0,1,0,0,0,0,0,sad
image_07147.jpg,0,0,0,1,0,0,0,fear
image_07149.jpg,0,0,0,0,0,0,1,neutral
image_07150.jpg,0,0,0,0,0,0,1,neutral
image_07151.jpg,0,1,0,0,0,0,0,sad
image_07152.jpg,0,0,0,1,0,0,0,fear
image_07154.jpg,0,0,0,1,0,0,0,fear
image_07155.jpg,1,0,0,0,0,0,0,angry
image_07156.jpg,0,0,0,1,0,0,0,fear
image_07157.jpg,0,0,1,0,0,0,0,happy
image_07158.jpg,0,0,0,1,0,0,0,fear
image_07159.jpg,0,0,0,0,0,1,0,disgust
image_07160.jpg,0,0,0,1,0,0,0,fear
image_07161.jpg,0,0,0,0,0,0,1,neutral
image_07162.jpg,0,0,0,0,0,1,0,disgust
image_07164.jpg,0,1,0,0,0,0,0,sad
image_07165.jpg,1,0,0,0,0,0,0,angry
image_07166.jpg,0,0,0,1,0,0,0,fear
image_07167.jpg,1,0,0,0,0,0,0,angry
image_07170.jpg,1,0,0,0,0,0,0,angry
image_07171.jpg,1,0,0,0,0,0,0,angry
image_07172.jpg,0,0,0,0,0,1,0,disgust
image_07173.jpg,0,0,0,0,0,0,1,neutral
image_07175.jpg,0,0,0,0,0,0,1,neutral
image_07176.jpg,0,1,0,0,0,0,0,sad
image_07177.jpg,0,1,0,0,0,0,0,sad
image_07179.jpg,0,1,0,0,0,0,0,sad
image_07180.jpg,1,0,0,0,0,0,0,angry
image_07181.jpg,0,0,0,1,0,0,0,fear
image_07183.jpg,0,0,0,1,0,0,0,fear
image_07184.jpg,0,1,0,0,0,0,0,sad
image_07185.jpg,1,0,0,0,0,0,0,angry
image_07187.jpg,0,1,0,0,0,0,0,sad
image_07188.jpg,0,1,0,0,0,0,0,sad
image_07189.jpg,0,0,0,1,0,0,0,fear
image_07190.jpg,0,0,0,0,0,0,1,neutral
image_07191.jpg,0,0,0,0,0,0,1,neutral
image_07192.jpg,0,0,0,0,0,1,0,disgust
image_07193.jpg,0,0,0,0,0,1,0,disgust
image_07195.jpg,0,0,0,1,0,0,0,fear
image_07196.jpg,0,1,0,0,0,0,0,sad
image_07198.jpg,1,0,0,0,0,0,0,angry
image_07199.jpg,0,0,0,0,0,0,1,neutral
image_07201.jpg,0,0,0,1,0,0,0,fear
image_07202.jpg,0,0,0,0,0,0,1,neutral
image_07203.jpg,0,0,0,1,0,0,0,fear
image_07204.jpg,0,1,0,0,0,0,0,sad
image_07205.jpg,0,1,0,0,0,0,0,sad
image_07206.jpg,0,0,0,1,0,0,0,fear
image_07207.jpg,0,0,1,0,0,0,0,happy
image_07209.jpg,0,0,0,1,0,0,0,fear
image_07210.jpg,0,1,0,0,0,0,0,sad
image_07211.jpg,0,0,0,1,0,0,0,fear
image_07212.jpg,0,1,0,0,0,0,0,sad
image_07213.jpg,0,0,0,1,0,0,0,fear
image_07214.jpg,0,1,0,0,0,0,0,sad
image_07215.jpg,0,0,0,0,0,0,1,neutral
image_07217.jpg,0,1,0,0,0,0,0,sad
image_07218.jpg,0,0,0,0,0,0,1,neutral
image_07219.jpg,0,0,0,0,0,0,1,neutral
image_07220.jpg,0,0,0,0,0,1,0,disgust
image_07221.jpg,0,1,0,0,0,0,0,sad
image_07222.jpg,1,0,0,0,0,0,0,angry
image_07223.jpg,0,0,0,0,0,1,0,disgust
image_07224.jpg,0,0,0,0,0,0,1,neutral
image_07225.jpg,0,0,1,0,0,0,0,happy
image_07226.jpg,1,0,0,0,0,0,0,angry
image_07229.jpg,0,0,0,1,0,0,0,fear
image_07230.jpg,1,0,0,0,0,0,0,angry
image_07231.jpg,0,1,0,0,0,0,0,sad
image_07232.jpg,0,0,0,0,0,0,1,neutral
image_07235.jpg,1,0,0,0,0,0,0,angry
image_07237.jpg,0,0,0,0,0,0,1,neutral
image_07238.jpg,0,0,0,0,0,0,1,neutral
image_07239.jpg,1,0,0,0,0,0,0,angry
image_07241.jpg,1,0,0,0,0,0,0,angry
image_07242.jpg,0,0,0,1,0,0,0,fear
image_07243.jpg,0,0,0,0,0,0,1,neutral
image_07244.jpg,0,0,0,1,0,0,0,fear
image_07245.jpg,0,1,0,0,0,0,0,sad
image_07246.jpg,0,1,0,0,0,0,0,sad
image_07247.jpg,0,0,0,1,0,0,0,fear
image_07250.jpg,0,0,0,1,0,0,0,fear
image_07251.jpg,0,0,0,0,0,1,0,disgust
image_07252.jpg,0,0,0,0,0,0,1,neutral
image_07253.jpg,0,0,0,0,0,0,1,neutral
image_07255.jpg,0,0,0,1,0,0,0,fear
image_07256.jpg,0,0,0,0,0,1,0,disgust
image_07257.jpg,0,0,0,0,0,0,1,neutral
image_07258.jpg,0,1,0,0,0,0,0,sad
image_07259.jpg,0,0,0,0,0,1,0,disgust
image_07260.jpg,0,0,0,0,0,0,1,neutral
image_07261.jpg,1,0,0,0,0,0,0,angry
image_07265.jpg,0,0,0,1,0,0,0,fear
image_07266.jpg,0,1,0,0,0,0,0,sad
image_07267.jpg,0,0,0,0,0,0,1,neutral
image_07268.jpg,0,0,0,0,0,0,1,neutral
image_07269.jpg,0,0,0,1,0,0,0,fear
image_07271.jpg,0,0,0,0,0,1,0,disgust
image_07272.jpg,1,0,0,0,0,0,0,angry
image_07273.jpg,0,0,0,0,0,0,1,neutral
image_07274.jpg,0,0,0,0,0,0,1,neutral
image_07275.jpg,0,0,0,0,0,0,1,neutral
image_07281.jpg,0,0,0,0,0,0,1,neutral
image_07282.jpg,0,0,0,0,0,0,1,neutral
image_07283.jpg,0,1,0,0,0,0,0,sad
image_07284.jpg,1,0,0,0,0,0,0,angry
image_07285.jpg,1,0,0,0,0,0,0,angry
image_07286.jpg,0,0,0,0,0,0,1,neutral
image_07289.jpg,0,1,0,0,0,0,0,sad
image_07290.jpg,0,0,0,0,0,1,0,disgust
image_07291.jpg,0,1,0,0,0,0,0,sad
image_07292.jpg,0,0,0,0,0,1,0,disgust
image_07293.jpg,0,1,0,0,0,0,0,sad
image_07296.jpg,0,0,0,1,0,0,0,fear
image_07302.jpg,0,0,0,0,0,0,1,neutral
image_07303.jpg,0,1,0,0,0,0,0,sad
image_07304.jpg,0,0,0,0,0,1,0,disgust
image_07305.jpg,0,1,0,0,0,0,0,sad
image_07307.jpg,0,1,0,0,0,0,0,sad
image_07308.jpg,0,0,0,0,0,1,0,disgust
image_07309.jpg,0,1,0,0,0,0,0,sad
image_07310.jpg,0,0,0,0,0,1,0,disgust
image_07314.jpg,1,0,0,0,0,0,0,angry
image_07315.jpg,0,1,0,0,0,0,0,sad
image_07316.jpg,1,0,0,0,0,0,0,angry
image_07317.jpg,0,1,0,0,0,0,0,sad
image_07318.jpg,0,0,0,0,0,1,0,disgust
image_07319.jpg,0,0,0,0,0,0,1,neutral
image_07320.jpg,0,0,0,0,0,0,1,neutral
image_07321.jpg,0,0,0,1,0,0,0,fear
image_07322.jpg,0,0,0,0,0,0,1,neutral
image_07323.jpg,0,0,0,1,0,0,0,fear
image_07324.jpg,0,0,0,0,0,1,0,disgust
image_07325.jpg,0,0,0,1,0,0,0,fear
image_07326.jpg,0,0,0,1,0,0,0,fear
image_07327.jpg,0,0,1,0,0,0,0,happy
image_07330.jpg,0,0,0,0,0,0,1,neutral
image_07331.jpg,1,0,0,0,0,0,0,angry
image_07332.jpg,0,0,0,0,0,0,1,neutral
image_07333.jpg,0,0,0,0,0,0,1,neutral
image_07334.jpg,0,0,0,0,0,1,0,disgust
image_07338.jpg,0,1,0,0,0,0,0,sad
image_07339.jpg,0,0,0,1,0,0,0,fear
image_07342.jpg,0,0,0,0,0,1,0,disgust
image_07344.jpg,0,0,0,0,0,1,0,disgust
image_07345.jpg,0,1,0,0,0,0,0,sad
image_07346.jpg,0,1,0,0,0,0,0,sad
image_07347.jpg,0,0,0,0,0,1,0,disgust
image_07348.jpg,0,0,0,0,0,0,1,neutral
image_07350.jpg,0,0,1,0,0,0,0,happy
image_07351.jpg,0,0,0,1,0,0,0,fear
image_07352.jpg,0,0,0,0,0,1,0,disgust
image_07353.jpg,0,0,0,1,0,0,0,fear
image_07354.jpg,0,0,0,0,0,1,0,disgust
image_07355.jpg,0,0,0,1,0,0,0,fear
image_07358.jpg,0,1,0,0,0,0,0,sad
image_07359.jpg,0,0,0,0,0,0,1,neutral
image_07360.jpg,0,1,0,0,0,0,0,sad
image_07361.jpg,0,1,0,0,0,0,0,sad
image_07363.jpg,0,0,0,0,0,1,0,disgust
image_07364.jpg,0,1,0,0,0,0,0,sad
image_07365.jpg,0,0,0,0,0,1,0,disgust
image_07366.jpg,0,0,0,0,0,0,1,neutral
image_07367.jpg,0,0,0,0,0,1,0,disgust
image_07368.jpg,0,0,1,0,0,0,0,happy
image_07371.jpg,0,0,0,1,0,0,0,fear
image_07372.jpg,0,1,0,0,0,0,0,sad
image_07373.jpg,0,0,0,0,0,1,0,disgust
