filename,emotion
image_07253.jpg,neutral
image_07255.jpg,fear
image_07256.jpg,disgust
image_07257.jpg,neutral
image_07258.jpg,sad
image_07259.jpg,disgust
image_07260.jpg,neutral
image_07261.jpg,angry
image_07265.jpg,fear
image_07266.jpg,sad
image_07267.jpg,neutral
image_07268.jpg,neutral
image_07269.jpg,fear
image_07271.jpg,disgust
image_07272.jpg,angry
image_07273.jpg,neutral
image_07274.jpg,neutral
image_07275.jpg,neutral
image_07281.jpg,neutral
image_07282.jpg,neutral
image_07283.jpg,sad
image_07284.jpg,angry
image_07285.jpg,angry
image_07286.jpg,neutral
image_07289.jpg,sad
image_07290.jpg,disgust
image_07291.jpg,sad
image_07292.jpg,disgust
image_07293.jpg,sad
image_07296.jpg,fear
image_07302.jpg,neutral
image_07303.jpg,sad
image_07304.jpg,disgust
image_07305.jpg,sad
image_07307.jpg,sad
image_07308.jpg,disgust
image_07309.jpg,sad
image_07310.jpg,disgust
image_07314.jpg,angry
image_07315.jpg,sad
image_07316.jpg,angry
image_07317.jpg,sad
image_07318.jpg,disgust
image_07319.jpg,neutral
image_07320.jpg,neutral
image_07321.jpg,fear
image_07322.jpg,neutral
image_07323.jpg,fear
image_07324.jpg,disgust
image_07325.jpg,fear
image_07326.jpg,fear
image_07327.jpg,happy
image_07330.jpg,neutral
image_07331.jpg,angry
image_07332.jpg,neutral
image_07333.jpg,neutral
image_07334.jpg,disgust
image_07338.jpg,sad
image_07339.jpg,fear
image_07342.jpg,disgust
image_07344.jpg,disgust
image_07345.jpg,sad
image_07346.jpg,sad
image_07347.jpg,disgust
image_07348.jpg,neutral
image_07350.jpg,happy
image_07351.jpg,fear
image_07352.jpg,disgust
image_07353.jpg,fear
image_07354.jpg,disgust
image_07355.jpg,fear
image_07358.jpg,sad
image_07359.jpg,neutral
image_07360.jpg,sad
image_07361.jpg,sad
image_07363.jpg,disgust
image_07364.jpg,sad
image_07365.jpg,disgust
image_07366.jpg,neutral
image_07367.jpg,disgust
image_07368.jpg,happy
image_07371.jpg,fear
image_07372.jpg,sad
image_07373.jpg,disgust
image_07376.jpg,neutral
image_07378.jpg,sad
image_07379.jpg,disgust
image_07380.jpg,happy
image_07381.jpg,angry
image_07382.jpg,fear
image_07383.jpg,neutral
image_07384.jpg,neutral
image_07386.jpg,disgust
image_07387.jpg,sad
image_07388.jpg,disgust
image_07389.jpg,sad
image_07390.jpg,fear
image_07391.jpg,disgust
image_07392.jpg,neutral
image_07393.jpg,happy
image_07394.jpg,fear
image_07395.jpg,neutral
image_07396.jpg,neutral
image_07397.jpg,sad
image_07398.jpg,angry
image_07399.jpg,neutral
image_07400.jpg,happy
image_07401.jpg,disgust
image_07402.jpg,disgust
image_07403.jpg,neutral
image_07404.jpg,neutral
image_07405.jpg,disgust
image_07406.jpg,disgust
image_07407.jpg,disgust
image_07408.jpg,disgust
image_07411.jpg,neutral
image_07412.jpg,disgust
image_07413.jpg,disgust
image_07414.jpg,neutral
image_07415.jpg,neutral
image_07416.jpg,angry
image_07417.jpg,sad
image_07419.jpg,sad
image_07420.jpg,angry
image_07421.jpg,angry
image_07423.jpg,sad
image_07424.jpg,sad
image_07425.jpg,neutral
image_07426.jpg,neutral
image_07427.jpg,disgust
image_07428.jpg,disgust
image_07429.jpg,sad
image_07430.jpg,neutral
image_07432.jpg,neutral
image_07433.jpg,disgust
image_07435.jpg,angry
image_07436.jpg,neutral
image_07437.jpg,fear
image_07438.jpg,neutral
image_07439.jpg,disgust
image_07441.jpg,neutral
image_07442.jpg,sad
image_07445.jpg,angry
image_07446.jpg,sad
image_07447.jpg,sad
image_07448.jpg,disgust
image_07451.jpg,disgust
image_07452.jpg,happy
image_07454.jpg,fear
image_07455.jpg,fear
image_07458.jpg,neutral
image_07459.jpg,disgust
image_07460.jpg,neutral
image_07461.jpg,disgust
image_07462.jpg,neutral
image_07463.jpg,neutral
image_07464.jpg,sad
image_07465.jpg,sad
image_07466.jpg,fear
image_07467.jpg,angry
image_07468.jpg,disgust
image_07469.jpg,angry
image_07470.jpg,sad
image_07471.jpg,fear
image_07473.jpg,neutral
image_07474.jpg,disgust
image_07475.jpg,neutral
image_07478.jpg,sad
image_07479.jpg,neutral
image_07481.jpg,sad
image_07484.jpg,disgust
image_07489.jpg,sad
image_07490.jpg,disgust
image_07491.jpg,neutral
image_07493.jpg,fear
image_07494.jpg,fear
image_07495.jpg,sad
image_07497.jpg,disgust
image_07500.jpg,neutral
image_07501.jpg,disgust
image_07504.jpg,disgust
image_07505.jpg,fear
image_07508.jpg,sad
image_07509.jpg,fear
image_07510.jpg,happy
image_07511.jpg,fear
image_07512.jpg,neutral
image_07513.jpg,neutral
image_07514.jpg,sad
image_07515.jpg,sad
image_07516.jpg,neutral
image_07517.jpg,disgust
image_07518.jpg,fear
image_07519.jpg,fear
image_07520.jpg,disgust
image_07521.jpg,disgust
image_07523.jpg,sad
image_07524.jpg,disgust
image_07525.jpg,neutral
image_07526.jpg,angry
image_07527.jpg,disgust
image_07528.jpg,sad
image_07530.jpg,sad
image_07531.jpg,sad
image_07532.jpg,neutral
image_07533.jpg,sad
image_07535.jpg,disgust
image_07537.jpg,sad
image_07539.jpg,neutral
image_07540.jpg,sad
image_07541.jpg,neutral
image_07542.jpg,neutral
image_07544.jpg,sad
image_07546.jpg,disgust
image_07549.jpg,fear
image_07550.jpg,sad
image_07552.jpg,disgust
image_07553.jpg,disgust
image_07554.jpg,fear
image_07555.jpg,disgust
image_07556.jpg,happy
image_07557.jpg,angry
image_07559.jpg,disgust
image_07560.jpg,angry
image_07561.jpg,neutral
image_07563.jpg,disgust
image_07564.jpg,fear
image_07565.jpg,fear
image_07566.jpg,neutral
image_07567.jpg,angry
image_07568.jpg,disgust
image_07569.jpg,disgust
image_07570.jpg,neutral
image_07574.jpg,fear
image_07578.jpg,neutral
image_07579.jpg,neutral
image_07580.jpg,neutral
image_07581.jpg,angry
image_07582.jpg,neutral
image_07583.jpg,sad
image_07584.jpg,neutral
image_07585.jpg,sad
image_07586.jpg,neutral
image_07587.jpg,neutral
image_07589.jpg,angry
image_07590.jpg,disgust
image_07592.jpg,disgust
image_07593.jpg,sad
image_07594.jpg,disgust
image_07595.jpg,sad
image_07596.jpg,fear
image_07597.jpg,neutral
image_07600.jpg,neutral
image_07601.jpg,sad
image_07602.jpg,sad
image_07603.jpg,angry
image_07604.jpg,disgust
image_07606.jpg,angry
image_07608.jpg,sad
image_07610.jpg,sad
image_07611.jpg,sad
image_07612.jpg,disgust
image_07613.jpg,angry
image_07614.jpg,disgust
image_07617.jpg,fear
image_07618.jpg,sad
image_07619.jpg,disgust
image_07621.jpg,angry
image_07622.jpg,fear
image_07623.jpg,fear
image_07624.jpg,angry
image_07625.jpg,sad
image_07627.jpg,disgust
image_07628.jpg,sad
image_07630.jpg,angry
image_07631.jpg,neutral
image_07632.jpg,sad
image_07633.jpg,disgust
image_07634.jpg,fear
image_07635.jpg,sad
image_07636.jpg,fear
image_07637.jpg,neutral
image_07638.jpg,fear
image_07639.jpg,fear
image_07640.jpg,fear
image_07642.jpg,sad
image_07643.jpg,neutral
image_07644.jpg,neutral
image_07645.jpg,fear
image_07646.jpg,fear
image_07647.jpg,fear
image_07648.jpg,fear
image_07649.jpg,disgust
image_07650.jpg,neutral
image_07653.jpg,disgust
image_07654.jpg,angry
image_07655.jpg,angry
image_07656.jpg,neutral
image_07657.jpg,disgust
image_07660.jpg,sad
image_07661.jpg,neutral
image_07664.jpg,fear
image_07665.jpg,sad
image_07666.jpg,neutral
image_07667.jpg,sad
image_07668.jpg,disgust
image_07669.jpg,neutral
image_07670.jpg,happy
image_07671.jpg,disgust
image_07673.jpg,fear
image_07675.jpg,sad
image_07676.jpg,neutral
image_07678.jpg,angry
image_07679.jpg,sad
image_07681.jpg,neutral
image_07683.jpg,disgust
image_07684.jpg,disgust
image_07685.jpg,fear
image_07686.jpg,neutral
image_07687.jpg,neutral
image_07688.jpg,happy
image_07689.jpg,sad
image_07691.jpg,fear
image_07692.jpg,sad
image_07693.jpg,sad
image_07696.jpg,angry
image_07698.jpg,fear
image_07699.jpg,disgust
image_07700.jpg,disgust
image_07703.jpg,fear
image_07707.jpg,disgust
image_07709.jpg,fear
image_07710.jpg,sad
image_07711.jpg,fear
image_07712.jpg,disgust
image_07713.jpg,angry
image_07714.jpg,disgust
image_07715.jpg,neutral
image_07716.jpg,neutral
image_07717.jpg,neutral
image_07719.jpg,angry
image_07721.jpg,sad
image_07722.jpg,sad
image_07723.jpg,fear
image_07724.jpg,fear
image_07727.jpg,fear
image_07732.jpg,angry
image_07733.jpg,neutral
image_07735.jpg,disgust
image_07736.jpg,fear
image_07738.jpg,sad
image_07739.jpg,sad
image_07741.jpg,neutral
image_07742.jpg,fear
image_07743.jpg,sad
image_07744.jpg,fear
image_07745.jpg,neutral
image_07747.jpg,neutral
image_07748.jpg,fear
image_07749.jpg,fear
image_07750.jpg,neutral
image_07752.jpg,disgust
image_07753.jpg,disgust
image_07754.jpg,sad
image_07755.jpg,neutral
image_07757.jpg,angry
image_07758.jpg,angry
image_07759.jpg,neutral
image_07760.jpg,sad
image_07761.jpg,fear
image_07762.jpg,disgust
image_07764.jpg,sad
image_07765.jpg,sad
image_07766.jpg,neutral
image_07767.jpg,sad
image_07768.jpg,sad
image_07771.jpg,fear
image_07772.jpg,disgust
image_07773.jpg,fear
image_07775.jpg,sad
image_07776.jpg,sad
image_07777.jpg,fear
image_07778.jpg,sad
image_07779.jpg,neutral
image_07780.jpg,disgust
image_07782.jpg,angry
image_07784.jpg,angry
image_07786.jpg,sad
image_07791.jpg,fear
image_07794.jpg,fear
image_07796.jpg,disgust
image_07798.jpg,sad
image_07799.jpg,neutral
image_07800.jpg,sad
image_07801.jpg,sad
image_07802.jpg,neutral
image_07803.jpg,disgust
image_07804.jpg,happy
image_07805.jpg,angry
image_07811.jpg,angry
image_07812.jpg,angry
image_07813.jpg,disgust
image_07814.jpg,surprised
image_07815.jpg,disgust
image_07816.jpg,sad
image_07817.jpg,disgust
image_07818.jpg,angry
image_07820.jpg,sad
image_07822.jpg,sad
image_07824.jpg,neutral
image_07825.jpg,sad
image_07826.jpg,disgust
image_07828.jpg,disgust
image_07829.jpg,neutral
image_07830.jpg,sad
image_07833.jpg,sad
image_07836.jpg,angry
image_07837.jpg,happy
image_07838.jpg,angry
image_07839.jpg,fear
image_07840.jpg,sad
image_07841.jpg,fear
image_07842.jpg,disgust
image_07843.jpg,fear
image_07844.jpg,neutral
image_07845.jpg,fear
image_07847.jpg,angry
image_07848.jpg,fear
image_07853.jpg,fear
image_07854.jpg,neutral
image_07859.jpg,fear
image_07860.jpg,disgust
image_07861.jpg,disgust
image_07862.jpg,neutral
image_07865.jpg,neutral
image_07867.jpg,neutral
image_07868.jpg,neutral
image_07869.jpg,neutral
image_07870.jpg,fear
image_07871.jpg,angry
image_07873.jpg,disgust
image_07874.jpg,sad
image_07875.jpg,neutral
image_07876.jpg,angry
image_07877.jpg,neutral
image_07878.jpg,fear
image_07880.jpg,neutral
image_07882.jpg,angry
image_07883.jpg,sad
image_07884.jpg,sad
image_07887.jpg,fear
image_07888.jpg,fear
image_07889.jpg,neutral
image_07890.jpg,sad
image_07891.jpg,sad
image_07892.jpg,sad
image_07895.jpg,angry
image_07896.jpg,disgust
image_07898.jpg,angry
image_07900.jpg,sad
image_07901.jpg,sad
image_07902.jpg,angry
image_07903.jpg,neutral
image_07907.jpg,disgust
image_07908.jpg,disgust
image_07909.jpg,neutral
image_07910.jpg,sad
image_07914.jpg,happy
image_07915.jpg,disgust
image_07916.jpg,fear
image_07917.jpg,angry
image_07918.jpg,sad
image_07921.jpg,angry
image_07922.jpg,happy
image_07923.jpg,fear
image_07924.jpg,sad
image_07925.jpg,disgust
image_07926.jpg,happy
image_07927.jpg,neutral
image_07928.jpg,neutral
image_07930.jpg,disgust
image_07932.jpg,neutral
image_07934.jpg,fear
image_07941.jpg,sad
image_07942.jpg,neutral
image_07943.jpg,sad
image_07944.jpg,happy
image_07945.jpg,neutral
image_07946.jpg,neutral
image_07947.jpg,sad
image_07948.jpg,angry
image_07949.jpg,sad
image_07951.jpg,sad
image_07952.jpg,sad
image_07954.jpg,angry
image_07955.jpg,sad
image_07956.jpg,sad
image_07958.jpg,fear
image_07959.jpg,neutral
image_07961.jpg,sad
image_07963.jpg,fear
image_07964.jpg,neutral
image_07965.jpg,neutral
image_07966.jpg,fear
image_07967.jpg,disgust
image_07968.jpg,disgust
image_07972.jpg,sad
image_07974.jpg,neutral
image_07976.jpg,neutral
image_07978.jpg,neutral
image_07981.jpg,sad
image_07982.jpg,sad
image_07983.jpg,neutral
image_07985.jpg,fear
image_07986.jpg,angry
image_07987.jpg,sad
image_07990.jpg,sad
image_07992.jpg,sad
image_07993.jpg,sad
image_07994.jpg,neutral
image_07995.jpg,fear
image_07996.jpg,happy
image_07997.jpg,neutral
image_07998.jpg,sad
image_07999.jpg,sad
image_08001.jpg,sad
image_08002.jpg,neutral
image_08003.jpg,neutral
image_08005.jpg,neutral
image_08008.jpg,sad
image_08009.jpg,sad
image_08010.jpg,sad
image_08011.jpg,angry
image_08012.jpg,sad
image_08014.jpg,disgust
image_08016.jpg,disgust
image_08017.jpg,angry
image_08018.jpg,sad
image_08020.jpg,angry
image_08021.jpg,sad
image_08022.jpg,angry
image_08023.jpg,sad
image_08043.jpg,neutral
image_08063.jpg,sad
image_08084.jpg,fear
image_08104.jpg,sad
image_08105.jpg,fear
image_08106.jpg,disgust
image_08115.jpg,sad
image_08116.jpg,fear
image_08117.jpg,disgust
image_08121.jpg,sad
image_08128.jpg,angry
image_08130.jpg,angry
image_08152.jpg,angry
image_08175.jpg,angry
image_05217.jpg,disgust
image_05218.jpg,sad
image_05219.jpg,sad
image_05220.jpg,sad
image_05223.jpg,sad
image_05224.jpg,neutral
image_05225.jpg,sad
image_05226.jpg,disgust
image_05227.jpg,disgust
image_05228.jpg,angry
image_05229.jpg,disgust
image_05230.jpg,fear
image_05231.jpg,disgust
image_05233.jpg,happy
image_05234.jpg,angry
image_05236.jpg,neutral
image_05237.jpg,neutral
image_05238.jpg,angry
image_05239.jpg,disgust
image_05240.jpg,neutral
image_05241.jpg,disgust
image_05242.jpg,fear
image_05244.jpg,neutral
image_05245.jpg,fear
image_05246.jpg,neutral
image_05248.jpg,disgust
image_05249.jpg,disgust
image_05251.jpg,fear
image_05252.jpg,angry
image_05253.jpg,sad
image_05255.jpg,disgust
image_05256.jpg,neutral
image_05258.jpg,neutral
image_05259.jpg,sad
image_05260.jpg,angry
image_05261.jpg,neutral
image_05262.jpg,angry
image_05264.jpg,angry
image_05265.jpg,angry
image_05266.jpg,neutral
image_05267.jpg,fear
image_05269.jpg,sad
image_05270.jpg,sad
image_05271.jpg,disgust
image_05272.jpg,sad
image_05273.jpg,sad
image_05274.jpg,sad
image_05275.jpg,neutral
image_05277.jpg,surprised
image_05278.jpg,neutral
image_05279.jpg,angry
image_05281.jpg,neutral
image_05282.jpg,fear
image_05286.jpg,sad
image_05287.jpg,sad
image_05288.jpg,sad
image_05289.jpg,sad
image_05290.jpg,sad
image_05291.jpg,sad
image_05292.jpg,sad
image_05293.jpg,neutral
image_05294.jpg,fear
image_05295.jpg,fear
image_05296.jpg,happy
image_05298.jpg,sad
image_05300.jpg,angry
image_05301.jpg,disgust
image_05302.jpg,disgust
image_05303.jpg,angry
image_05304.jpg,angry
image_05305.jpg,sad
image_05306.jpg,neutral
image_05307.jpg,neutral
image_05308.jpg,fear
image_05309.jpg,sad
image_05310.jpg,fear
image_05312.jpg,sad
image_05315.jpg,angry
image_05316.jpg,disgust
image_05317.jpg,fear
image_05319.jpg,neutral
image_05320.jpg,fear
image_05321.jpg,neutral
image_05323.jpg,sad
image_05324.jpg,angry
image_05325.jpg,sad
image_05326.jpg,fear
image_05329.jpg,sad
image_05330.jpg,angry
image_05331.jpg,disgust
image_05333.jpg,angry
image_05334.jpg,sad
image_05337.jpg,fear
image_05338.jpg,fear
image_05339.jpg,sad
image_05340.jpg,sad
image_05342.jpg,neutral
image_05343.jpg,neutral
image_05344.jpg,fear
image_05345.jpg,disgust
image_05347.jpg,neutral
image_05349.jpg,disgust
image_05350.jpg,sad
image_05352.jpg,happy
image_05353.jpg,neutral
image_05355.jpg,angry
image_05356.jpg,disgust
image_05357.jpg,neutral
image_05358.jpg,sad
image_05360.jpg,disgust
image_05361.jpg,neutral
image_05362.jpg,disgust
image_05363.jpg,disgust
image_05364.jpg,neutral
image_05365.jpg,angry
image_05367.jpg,angry
image_05368.jpg,neutral
image_05369.jpg,neutral
image_05371.jpg,fear
image_05372.jpg,fear
image_05374.jpg,sad
image_05376.jpg,angry
image_05377.jpg,angry
image_05379.jpg,fear
image_05380.jpg,fear
image_05381.jpg,sad
image_05384.jpg,angry
