filename,emotion,label
image_07267.jpg,neutral,7
image_07268.jpg,neutral,7
image_07269.jpg,fear,4
image_07271.jpg,disgust,6
image_07272.jpg,angry,1
image_07273.jpg,neutral,7
image_07274.jpg,neutral,7
image_07275.jpg,neutral,7
image_07281.jpg,neutral,7
image_07282.jpg,neutral,7
image_07283.jpg,sad,2
image_07284.jpg,angry,1
image_07285.jpg,angry,1
image_07286.jpg,neutral,7
image_07289.jpg,sad,2
image_07290.jpg,disgust,6
image_07291.jpg,sad,2
image_07292.jpg,disgust,6
image_07293.jpg,sad,2
image_07296.jpg,fear,4
image_07302.jpg,neutral,7
image_07303.jpg,sad,2
image_07304.jpg,disgust,6
image_07305.jpg,sad,2
image_07307.jpg,sad,2
image_07308.jpg,disgust,6
image_07309.jpg,sad,2
image_07310.jpg,disgust,6
image_07314.jpg,angry,1
image_07315.jpg,sad,2
image_07316.jpg,angry,1
image_07317.jpg,sad,2
image_07318.jpg,disgust,6
image_07319.jpg,neutral,7
image_07320.jpg,neutral,7
image_07321.jpg,fear,4
image_07322.jpg,neutral,7
image_07323.jpg,fear,4
image_07324.jpg,disgust,6
image_07325.jpg,fear,4
image_07326.jpg,fear,4
image_07327.jpg,happy,3
image_07330.jpg,neutral,7
image_07331.jpg,angry,1
image_07332.jpg,neutral,7
image_07333.jpg,neutral,7
image_07334.jpg,disgust,6
image_07338.jpg,sad,2
image_07339.jpg,fear,4
image_07342.jpg,disgust,6
image_07344.jpg,disgust,6
image_07345.jpg,sad,2
image_07346.jpg,sad,2
image_07347.jpg,disgust,6
image_07348.jpg,neutral,7
image_07350.jpg,happy,3
image_07351.jpg,fear,4
image_07352.jpg,disgust,6
image_07353.jpg,fear,4
image_07354.jpg,disgust,6
image_07355.jpg,fear,4
image_07358.jpg,sad,2
image_07359.jpg,neutral,7
image_07360.jpg,sad,2
image_07361.jpg,sad,2
image_07363.jpg,disgust,6
image_07364.jpg,sad,2
image_07365.jpg,disgust,6
image_07366.jpg,neutral,7
image_07367.jpg,disgust,6
image_07368.jpg,happy,3
image_07371.jpg,fear,4
image_07372.jpg,sad,2
image_07373.jpg,disgust,6
image_07376.jpg,neutral,7
image_07378.jpg,sad,2
image_07379.jpg,disgust,6
image_07380.jpg,happy,3
image_07381.jpg,angry,1
image_07382.jpg,fear,4
image_07383.jpg,neutral,7
image_07384.jpg,neutral,7
image_07386.jpg,disgust,6
image_07387.jpg,sad,2
image_07388.jpg,disgust,6
image_07389.jpg,sad,2
image_07390.jpg,fear,4
image_07391.jpg,disgust,6
image_07392.jpg,neutral,7
image_07393.jpg,happy,3
image_07394.jpg,fear,4
image_07395.jpg,neutral,7
image_07396.jpg,neutral,7
image_07397.jpg,sad,2
image_07398.jpg,angry,1
image_07399.jpg,neutral,7
image_07400.jpg,happy,3
image_07401.jpg,disgust,6
image_07402.jpg,disgust,6
image_07403.jpg,neutral,7
image_07404.jpg,neutral,7
image_07405.jpg,disgust,6
image_07406.jpg,disgust,6
image_07407.jpg,disgust,6
image_07408.jpg,disgust,6
image_07411.jpg,neutral,7
image_07412.jpg,disgust,6
image_07413.jpg,disgust,6
image_07414.jpg,neutral,7
image_07415.jpg,neutral,7
image_07416.jpg,angry,1
image_07417.jpg,sad,2
image_07419.jpg,sad,2
image_07420.jpg,angry,1
image_07421.jpg,angry,1
image_07423.jpg,sad,2
image_07424.jpg,sad,2
image_07425.jpg,neutral,7
image_07426.jpg,neutral,7
image_07427.jpg,disgust,6
image_07428.jpg,disgust,6
image_07429.jpg,sad,2
image_07430.jpg,neutral,7
image_07432.jpg,neutral,7
image_07433.jpg,disgust,6
image_07435.jpg,angry,1
image_07436.jpg,neutral,7
image_07437.jpg,fear,4
image_07438.jpg,neutral,7
image_07439.jpg,disgust,6
image_07441.jpg,neutral,7
image_07442.jpg,sad,2
image_07445.jpg,angry,1
image_07446.jpg,sad,2
image_07447.jpg,sad,2
image_07448.jpg,disgust,6
image_07451.jpg,disgust,6
image_07452.jpg,happy,3
image_07454.jpg,fear,4
image_07455.jpg,fear,4
image_07458.jpg,neutral,7
image_07459.jpg,disgust,6
image_07460.jpg,neutral,7
image_07461.jpg,disgust,6
image_07462.jpg,neutral,7
image_07463.jpg,neutral,7
image_07464.jpg,sad,2
image_07465.jpg,sad,2
image_07466.jpg,fear,4
image_07467.jpg,angry,1
image_07468.jpg,disgust,6
image_07469.jpg,angry,1
image_07470.jpg,sad,2
image_07471.jpg,fear,4
image_07473.jpg,neutral,7
image_07474.jpg,disgust,6
image_07475.jpg,neutral,7
image_07478.jpg,sad,2
image_07479.jpg,neutral,7
image_07481.jpg,sad,2
image_07484.jpg,disgust,6
image_07489.jpg,sad,2
image_07490.jpg,disgust,6
image_07491.jpg,neutral,7
image_07493.jpg,fear,4
image_07494.jpg,fear,4
image_07495.jpg,sad,2
image_07497.jpg,disgust,6
image_07500.jpg,neutral,7
image_07501.jpg,disgust,6
image_07504.jpg,disgust,6
image_07505.jpg,fear,4
image_07508.jpg,sad,2
image_07509.jpg,fear,4
image_07510.jpg,happy,3
image_07511.jpg,fear,4
image_07512.jpg,neutral,7
image_07513.jpg,neutral,7
image_07514.jpg,sad,2
image_07515.jpg,sad,2
image_07516.jpg,neutral,7
image_07517.jpg,disgust,6
image_07518.jpg,fear,4
image_07519.jpg,fear,4
image_07520.jpg,disgust,6
image_07521.jpg,disgust,6
image_07523.jpg,sad,2
image_07524.jpg,disgust,6
image_07525.jpg,neutral,7
image_07526.jpg,angry,1
image_07527.jpg,disgust,6
image_07528.jpg,sad,2
image_07530.jpg,sad,2
image_07531.jpg,sad,2
image_07532.jpg,neutral,7
image_07533.jpg,sad,2
image_07535.jpg,disgust,6
image_07537.jpg,sad,2
image_07539.jpg,neutral,7
image_07540.jpg,sad,2
image_07541.jpg,neutral,7
image_07542.jpg,neutral,7
image_07544.jpg,sad,2
image_07546.jpg,disgust,6
image_07549.jpg,fear,4
image_07550.jpg,sad,2
image_07552.jpg,disgust,6
image_07553.jpg,disgust,6
image_07554.jpg,fear,4
image_07555.jpg,disgust,6
image_07556.jpg,happy,3
image_07557.jpg,angry,1
image_07559.jpg,disgust,6
image_07560.jpg,angry,1
image_07561.jpg,neutral,7
image_07563.jpg,disgust,6
image_07564.jpg,fear,4
image_07565.jpg,fear,4
image_07566.jpg,neutral,7
image_07567.jpg,angry,1
image_07568.jpg,disgust,6
image_07569.jpg,disgust,6
image_07570.jpg,neutral,7
image_07574.jpg,fear,4
image_07578.jpg,neutral,7
image_07579.jpg,neutral,7
image_07580.jpg,neutral,7
image_07581.jpg,angry,1
image_07582.jpg,neutral,7
image_07583.jpg,sad,2
image_07584.jpg,neutral,7
image_07585.jpg,sad,2
image_07586.jpg,neutral,7
image_07587.jpg,neutral,7
image_07589.jpg,angry,1
image_07590.jpg,disgust,6
image_07592.jpg,disgust,6
image_07593.jpg,sad,2
image_07594.jpg,disgust,6
image_07595.jpg,sad,2
image_07596.jpg,fear,4
image_07597.jpg,neutral,7
image_07600.jpg,neutral,7
image_07601.jpg,sad,2
image_07602.jpg,sad,2
image_07603.jpg,angry,1
image_07604.jpg,disgust,6
image_07606.jpg,angry,1
image_07608.jpg,sad,2
image_07610.jpg,sad,2
image_07611.jpg,sad,2
image_07612.jpg,disgust,6
image_07613.jpg,angry,1
image_07614.jpg,disgust,6
image_07617.jpg,fear,4
image_07618.jpg,sad,2
image_07619.jpg,disgust,6
image_07621.jpg,angry,1
image_07622.jpg,fear,4
image_07623.jpg,fear,4
image_07624.jpg,angry,1
image_07625.jpg,sad,2
image_07627.jpg,disgust,6
image_07628.jpg,sad,2
image_07630.jpg,angry,1
image_07631.jpg,neutral,7
image_07632.jpg,sad,2
image_07633.jpg,disgust,6
image_07634.jpg,fear,4
image_07635.jpg,sad,2
image_07636.jpg,fear,4
image_07637.jpg,neutral,7
image_07638.jpg,fear,4
image_07639.jpg,fear,4
image_07640.jpg,fear,4
image_07642.jpg,sad,2
image_07643.jpg,neutral,7
image_07644.jpg,neutral,7
image_07645.jpg,fear,4
image_07646.jpg,fear,4
image_07647.jpg,fear,4
image_07648.jpg,fear,4
image_07649.jpg,disgust,6
image_07650.jpg,neutral,7
image_07653.jpg,disgust,6
image_07654.jpg,angry,1
image_07655.jpg,angry,1
image_07656.jpg,neutral,7
image_07657.jpg,disgust,6
image_07660.jpg,sad,2
image_07661.jpg,neutral,7
image_07664.jpg,fear,4
image_07665.jpg,sad,2
image_07666.jpg,neutral,7
image_07667.jpg,sad,2
image_07668.jpg,disgust,6
image_07669.jpg,neutral,7
image_07670.jpg,happy,3
image_07671.jpg,disgust,6
image_07673.jpg,fear,4
image_07675.jpg,sad,2
image_07676.jpg,neutral,7
image_07678.jpg,angry,1
image_07679.jpg,sad,2
image_07681.jpg,neutral,7
image_07683.jpg,disgust,6
image_07684.jpg,disgust,6
image_07685.jpg,fear,4
image_07686.jpg,neutral,7
image_07687.jpg,neutral,7
image_07688.jpg,happy,3
image_07689.jpg,sad,2
image_07691.jpg,fear,4
image_07692.jpg,sad,2
image_07693.jpg,sad,2
image_07696.jpg,angry,1
image_07698.jpg,fear,4
image_07699.jpg,disgust,6
image_07700.jpg,disgust,6
image_07703.jpg,fear,4
image_07707.jpg,disgust,6
image_07709.jpg,fear,4
image_07710.jpg,sad,2
image_07711.jpg,fear,4
image_07712.jpg,disgust,6
image_07713.jpg,angry,1
image_07714.jpg,disgust,6
image_07715.jpg,neutral,7
image_07716.jpg,neutral,7
image_07717.jpg,neutral,7
image_07719.jpg,angry,1
image_07721.jpg,sad,2
image_07722.jpg,sad,2
image_07723.jpg,fear,4
image_07724.jpg,fear,4
image_07727.jpg,fear,4
image_07732.jpg,angry,1
image_07733.jpg,neutral,7
image_07735.jpg,disgust,6
image_07736.jpg,fear,4
image_07738.jpg,sad,2
image_07739.jpg,sad,2
image_07741.jpg,neutral,7
image_07742.jpg,fear,4
image_07743.jpg,sad,2
image_07744.jpg,fear,4
image_07745.jpg,neutral,7
image_07747.jpg,neutral,7
image_07748.jpg,fear,4
image_07749.jpg,fear,4
image_07750.jpg,neutral,7
image_07752.jpg,disgust,6
image_07753.jpg,disgust,6
image_07754.jpg,sad,2
image_07755.jpg,neutral,7
image_07757.jpg,angry,1
image_07758.jpg,angry,1
image_07759.jpg,neutral,7
image_07760.jpg,sad,2
image_07761.jpg,fear,4
image_07762.jpg,disgust,6
image_07764.jpg,sad,2
image_07765.jpg,sad,2
image_07766.jpg,neutral,7
image_07767.jpg,sad,2
image_07768.jpg,sad,2
image_07771.jpg,fear,4
image_07772.jpg,disgust,6
image_07773.jpg,fear,4
image_07775.jpg,sad,2
image_07776.jpg,sad,2
image_07777.jpg,fear,4
image_07778.jpg,sad,2
image_07779.jpg,neutral,7
image_07780.jpg,disgust,6
image_07782.jpg,angry,1
image_07784.jpg,angry,1
image_07786.jpg,sad,2
image_07791.jpg,fear,4
image_07794.jpg,fear,4
image_07796.jpg,disgust,6
image_07798.jpg,sad,2
image_07799.jpg,neutral,7
image_07800.jpg,sad,2
image_07801.jpg,sad,2
image_07802.jpg,neutral,7
image_07803.jpg,disgust,6
image_07804.jpg,happy,3
image_07805.jpg,angry,1
image_07811.jpg,angry,1
image_07812.jpg,angry,1
image_07813.jpg,disgust,6
image_07814.jpg,surprised,7
image_07815.jpg,disgust,6
image_07816.jpg,sad,2
image_07817.jpg,disgust,6
image_07818.jpg,angry,1
image_07820.jpg,sad,2
image_07822.jpg,sad,2
image_07824.jpg,neutral,7
image_07825.jpg,sad,2
image_07826.jpg,disgust,6
image_07828.jpg,disgust,6
image_07829.jpg,neutral,7
image_07830.jpg,sad,2
image_07833.jpg,sad,2
image_07836.jpg,angry,1
image_07837.jpg,happy,3
image_07838.jpg,angry,1
image_07839.jpg,fear,4
image_07840.jpg,sad,2
image_07841.jpg,fear,4
image_07842.jpg,disgust,6
image_07843.jpg,fear,4
image_07844.jpg,neutral,7
image_07845.jpg,fear,4
image_07847.jpg,angry,1
image_07848.jpg,fear,4
image_07853.jpg,fear,4
image_07854.jpg,neutral,7
image_07859.jpg,fear,4
image_07860.jpg,disgust,6
image_07861.jpg,disgust,6
image_07862.jpg,neutral,7
image_07865.jpg,neutral,7
image_07867.jpg,neutral,7
image_07868.jpg,neutral,7
image_07869.jpg,neutral,7
image_07870.jpg,fear,4
image_07871.jpg,angry,1
image_07873.jpg,disgust,6
image_07874.jpg,sad,2
image_07875.jpg,neutral,7
image_07876.jpg,angry,1
image_07877.jpg,neutral,7
image_07878.jpg,fear,4
image_07880.jpg,neutral,7
image_07882.jpg,angry,1
image_07883.jpg,sad,2
image_07884.jpg,sad,2
image_07887.jpg,fear,4
image_07888.jpg,fear,4
image_07889.jpg,neutral,7
image_07890.jpg,sad,2
image_07891.jpg,sad,2
image_07892.jpg,sad,2
image_07895.jpg,angry,1
image_07896.jpg,disgust,6
image_07898.jpg,angry,1
image_07900.jpg,sad,2
image_07901.jpg,sad,2
image_07902.jpg,angry,1
image_07903.jpg,neutral,7
image_07907.jpg,disgust,6
image_07908.jpg,disgust,6
image_07909.jpg,neutral,7
image_07910.jpg,sad,2
image_07914.jpg,happy,3
image_07915.jpg,disgust,6
image_07916.jpg,fear,4
image_07917.jpg,angry,1
image_07918.jpg,sad,2
image_07921.jpg,angry,1
image_07922.jpg,happy,3
image_07923.jpg,fear,4
image_07924.jpg,sad,2
image_07925.jpg,disgust,6
image_07926.jpg,happy,3
image_07927.jpg,neutral,7
image_07928.jpg,neutral,7
image_07930.jpg,disgust,6
image_07932.jpg,neutral,7
image_07934.jpg,fear,4
image_07941.jpg,sad,2
image_07942.jpg,neutral,7
image_07943.jpg,sad,2
image_07944.jpg,happy,3
image_07945.jpg,neutral,7
image_07946.jpg,neutral,7
image_07947.jpg,sad,2
image_07948.jpg,angry,1
image_07949.jpg,sad,2
image_07951.jpg,sad,2
image_07952.jpg,sad,2
image_07954.jpg,angry,1
image_07955.jpg,sad,2
image_07956.jpg,sad,2
image_07958.jpg,fear,4
image_07959.jpg,neutral,7
image_07961.jpg,sad,2
image_07963.jpg,fear,4
image_07964.jpg,neutral,7
image_07965.jpg,neutral,7
image_07966.jpg,fear,4
image_07967.jpg,disgust,6
image_07968.jpg,disgust,6
image_07972.jpg,sad,2
image_07974.jpg,neutral,7
image_07976.jpg,neutral,7
image_07978.jpg,neutral,7
image_07981.jpg,sad,2
image_07982.jpg,sad,2
image_07983.jpg,neutral,7
image_07985.jpg,fear,4
image_07986.jpg,angry,1
image_07987.jpg,sad,2
image_07990.jpg,sad,2
image_07992.jpg,sad,2
image_07993.jpg,sad,2
image_07994.jpg,neutral,7
image_07995.jpg,fear,4
image_07996.jpg,happy,3
image_07997.jpg,neutral,7
image_07998.jpg,sad,2
image_07999.jpg,sad,2
image_08001.jpg,sad,2
